bigram phrase,frequency
you i'll,8
ago the,8
person like,8
it goes,8
us in,8
last two,8
since we,8
not giving,8
elected president,8
do people,8
standing up,8
ef ef,8
buy the,8
so all,8
that she's,8
to love,8
years in,8
here when,8
300 people,8
do i'm,8
we win,8
document which,8
them look,8
the us,8
you ready,8
way you're,8
never said,8
better but,8
four days,8
it look,8
bought from,8
vote the,8
that like,8
states right,8
families that,8
very badly,8
old veteran,8
here because,8
25 and,8
so i've,8
we still,8
and right,8
couldn't do,8
the places,8
of illegal,8
could they,8
i hate,8
the rnc,8
a cheerleader,8
every year,8
day before,8
is by,8
victories anymore,8
43 million,8
to discuss,8
energy is,8
that's true,8
r 19,8
by stupid,8
another thing,8
how important,8
been working,8
about these,8
of fun,8
got in,8
to straighten,8
no respect,8
go but,8
here the,8
in september,8
playing golf,8
driving the,8
wall gonna,8
just wanna,8
are best,8
about them,8
bad ones,8
then and,8
saying we're,8
out where,8
ratings i,8
nobody's ever,8
the very,8
that going,8
home from,8
the anchor,8
paid for,8
doesn't even,8
chris christie,8
four weeks,8
now there,8
true we,8
saturday night,8
way this,8
at where,8
have better,8
of there,8
will stop,8
currency manipulation,8
a magic,8
democrats are,8
least and,8
she wakes,8
say thank,8
would tell,8
get anything,8
we're protecting,8
which we,8
we're leaving,8
make money,8
this can,8
always do,8
it feel,8
right with,8
vet and,8
right very,8
we actually,8
come over,8
way of,8
raised six,8
he's like,8
to preserve,8
you'd be,8
it got,8
numbers and,8
knocked down,8
this could,8
good we,8
actually had,8
every country,8
chicago and,8
the governor,8
a business,8
say maybe,8
day in,8
they're chopping,8
i appreciate,8
anything that,8
one billion,8
incredible company,8
it happens,8
we're actually,8
today it's,8
any other,8
america greater,8
500 people,8
obamacare we're,8
that's my,8
some bad,8
china china,8
poll numbers,8
on those,8
decided to,8
respect some,8
but people,8
anymore you,8
people by,8
debates and,8
awards and,8
right then,8
single poll,8
obama was,8
up front,8
thought about,8
it happened,8
back because,8
on health,8
wanna make,8
are led,8
ass off,8
on because,8
office i,8
voting for,8
and honestly,8
about isis,8
president they,8
oil companies,8
got this,8
people watching,8
i kept,8
a red,8
before i'm,8
that's just,8
one more,8
day you,8
his troops,8
in afghanistan,8
feel i,8
he's up,8
cost of,8
to destabilize,8
i'm never,8
knows that,8
because maybe,8
trade imbalance,8
country the,8
steel into,8
a professional,8
you write,8
than two,8
his life,8
so terrible,8
to their,8
about to,8
they haven't,8
money money,8
said will,8
state of,8
something happened,8
really not,8
that did,8
have come,8
in doing,8
the online,8
china the,8
and at,8
debt and,8
me who,8
secret service,8
and here,8
budget deal,8
they're told,8
all coming,8
goes up,8
place is,8
turned around,8
ever in,8
say they're,8
and we'll,8
a governor,8
he's gone,8
deals we,8
day to,8
imagine that,8
them up,8
place in,8
you because,8
mean these,8
pay me,8
thing he,8
in harm's,8
one problem,8
right at,8
being built,8
sudden they,8
after all,8
rich guy,8
and talking,8
massive plant,8
gives me,8
he thought,8
smart guy,8
haven't had,8
to announce,8
ok he,8
our jails,8
because china,8
out last,8
that story,8
ok a,8
going back,8
environmental awards,8
so not,8
standing in,8
correct they,8
i'm number,8
say one,8
about like,8
they sent,8
and but,8
is actually,8
soon i,8
die in,8
deal but,8
pretty tough,8
but and,8
believe you,8
will probably,8
cameras are,8
are stupid,8
call him,8
was no,8
had that,8
they move,8
interesting because,8
have happened,8
never did,8
up from,8
heard this,8
could see,8
of many,8
building big,8
at one,8
the seven,8
saw it,8
is moving,8
you build,8
while we,8
life has,8
jail for,8
good stuff,8
understand what,8
do any,8
heart i,8
they hate,8
love i,8
starting to,8
chance and,8
all our,8
the ball,8
a hospital,8
nice thing,8
husband and,8
caroline kennedy,8
been before,8
doesn't sound,8
up he,8
i felt,8
very gentle,8
biggest problem,8
negotiator and,8
more i,8
have general,8
politicians so,8
them like,8
so simple,8
just went,8
even watch,8
got your,8
with tremendous,8
even more,8
to south,8
macarthur are,8
military we,8
night on,8
around their,8
be for,8
don't but,8
in north,8
us when,8
iraq has,8
although they,8
your plan,8
getting so,8
maybe we,8
that president,8
out how,8
a website,8
me all,8
going crazy,8
crazy deal,8
they sell,8
them right,8
where it's,8
450 billion,8
that go,8
some are,8
doing i,8
went crazy,8
attorney general,8
are no,8
woman a,8
need we,8
killed looking,8
dollar car,8
carolina we,8
get sergeant,8
i'm standing,8
my word,8
companies in,8
moving the,8
this deal,8
was and,8
over these,8
four minutes,8
too smart,8
contributions to,8
idea who,8
wow that's,8
won't do,8
with other,8
to call,8
was ok,8
place ok,8
are on,8
38 8,8
get most,8
deal when,8
of trump,8
dancing in,8
can talk,8
go i,8
me ask,8
football player,8
out but,8
you ok,8
nights ago,8
that think,8
many others,8
me she,8
september of,8
not i,8
right next,8
did so,8
their graves,8
well that,8
their currency,8
level of,8
them i'm,8
had twelve,8
point four,8
the hotel,8
said could,8
thing it's,8
build safe,8
massive amount,8
go with,8
a loser,8
the statement,8
really talented,8
us down,8
know she,8
his name,8
the name,8
but she's,8
probably be,8
polls are,8
say bye,8
people dead,8
it passed,8
four times,8
in manhattan,8
got no,8
its own,8
move the,8
of cable,8
problems but,8
we finally,8
like nothing,8
other ones,8
country when,8
baby and,8
we even,8
had nothing,8
they're buying,8
hell and,8
way by,8
on military,8
after me,8
clean air,8
ice skating,8
families of,8
things the,8
once in,8
nobody believes,8
what will,8
he shot,8
had been,8
tremendous people,8
every once,8
got that,8
one when,8
i make,8
just something,8
more and,8
because she,8
you wanted,8
the walls,8
something right,8
be just,8
happens with,8
about global,8
back that,8
to try,8
it's such,8
something to,8
i've employed,8
it's funny,8
few days,8
any time,8
becomes president,8
quiet quiet,8
trader i,8
you might,8
blew up,8
the jobs,8
they doing,8
law is,8
some point,8
months and,8
bit but,8
companies and,8
guys have,8
he's never,8
to mess,8
bad i,8
take your,8
meet the,8
the jet,8
happen because,8
used that,8
long we,8
minutes ago,8
good good,8
a corner,8
number 28,8
a car,8
did is,8
hell do,8
mexico has,8
as far,8
washington d,8
the union,8
of acres,8
a terrorist,8
whole different,8
should pay,8
last quarter,8
is hard,8
thing for,8
they're beating,8
were sending,8
by that,8
the news,8
six percent,8
battleship grey,8
they heard,8
that got,8
running our,8
a part,8
destroying our,8
another way,8
hope that,8
just saying,8
is getting,8
things done,8
wife and,8
whole energy,8
need tremendous,8
walked up,8
called up,8
be getting,8
you well,8
situation where,8
it always,8
from us,8
an attack,8
about an,8
but at,8
stupid and,8
that thing,8
is dumping,8
really strong,8
about obama,8
countries in,8
this year,8
000 and,8
gotta know,8
a debtor,8
very disappointed,8
by special,8
smart for,8
get good,8
i'm proud,8
this guy's,8
you before,8
and didn't,8
mean if,8
i won,8
how are,8
with some,8
how the,8
give the,8
that unless,8
for everybody,8
getting you,8
our trading,8
says the,8
the area,8
back our,8
can't beat,8
politicians all,8
friends and,8
they're coming,8
warming and,8
and fight,8
is from,8
the tremendous,8
maybe it,8
everybody thank,8
take people,8
for nine,8
job because,8
get re,8
bit so,8
the ramp,8
crowds and,8
actually you,8
audience was,8
president he,8
iran deal,8
things you,8
crowds by,8
bad so,8
in business,8
i meet,8
work that,8
that's been,8
mean there's,8
was interesting,8
are gone,8
serious serious,8
things to,8
what has,8
down because,8
is people,8
strong strong,8
papers and,8
and saying,8
a simple,8
said because,8
chance i,8
went and,8
won new,8
zero and,8
is look,8
me what,8
which i'm,8
in education,8
together but,8
and everyone,8
others that,8
is using,8
media and,8
that there's,8
like 30,8
thing happens,8
much love,8
the talk,8
his mother,8
the deli,8
see they,8
me money,8
waiting for,8
one percent,8
me more,8
price of,8
up that,8
times the,8
was at,8
trump i,8
that your,8
does this,8
gotta make,8
doesn't say,8
i'm more,8
get about,8
lie and,8
taking over,8
about doing,8
tell it,8
border between,8
china we've,8
talking to,8
to defend,8
room we,8
have even,8
all know,8
hotels of,8
race and,8
it works,8
will i,8
to meet,8
making it,8
times a,8
but somebody,8
love with,8
by this,8
huge problem,8
people great,8
more disappointed,8
right it,8
thrown out,8
do one,8
she's gonna,8
stop and,8
get more,8
i'll get,8
never once,8
and like,8
and building,8
sheriff joe,8
world you,8
want somebody,8
than all,8
kill everybody,8
twelve thousand,8
debt very,8
pick up,8
this receptivity,8
big day,8
i assume,8
need jobs,8
he bought,8
to sleep,8
they going,8
so tough,8
an honest,8
where i'm,8
are amazing,8
outside we,8
obamacare which,8
that you're,8
once the,8
badly i,8
movement this,8
gonna find,8
again you,8
now a,8
use our,8
was there,8
do in,8
mexico it's,8
that horrible,8
start shooting,8
say in,8
a crowd,8
mainstream media,8
give to,8
even like,8
gonna fix,8
this we're,8
and had,8
you've got,8
way all,8
it gives,8
leave this,8
a sitting,8
the muslim,8
in some,8
like so,8
think they've,8
good they,8
california where,8
a contract,8
real number,8
else in,8
take so,8
they like,8
books of,8
of places,8
doctor and,8
nobody has,8
have because,8
i'm getting,8
great divider,8
happen in,8
hours ago,8
no business,8
win it,8
raise the,8
that happened,8
business ability,8
getting out,8
and having,8
because that,8
beating us,8
mean and,8
did like,8
even talking,8
like hillary,8
stood up,8
to fill,8
you walk,8
anymore and,8
over it,8
tax plan,8
of stuff,8
bush is,8
get done,8
florida went,8
create jobs,8
to break,8
make you,8
unless it's,8
while i,8
years before,8
that first,8
moving in,8
us at,8
have not,8
was only,8
love what,8
so where,8
we wanted,8
people i'm,8
to an,8
reason i'm,8
eyes and,8
important than,8
trump the,8
he told,8
successful people,8
else becomes,8
pages of,8
even started,8
room but,8
going over,8
then what,8
politicians but,8
us that,8
us it,8
nobody talks,8
the interview,8
or a,8
bit and,8
budget they,8
a trader,8
important because,8
we talked,8
his big,8
carolina and,8
political media,8
cause i'm,8
for those,8
don't call,8
say if,8
guys will,8
this happen,8
know you're,8
left and,8
then come,8
great plan,8
ask me,8
very special,8
know many,8
great in,8
walked in,8
got out,8
highest rating,8
get service,8
a private,8
you've heard,8
even better,8
jobs so,8
legally and,8
i'm beating,8
were just,8
need money,8
is somebody,8
an airplane,8
plant from,8
weak on,8
no nothing,8
not people,8
because actually,8
far as,8
and lots,8
to hurt,8
double and,8
magic act,8
his hand,8
mexico they,8
it's no,8
of politics,8
there look,8
you've seen,8
best result,8
wouldn't want,8
beautiful women,8
to deal,8
goes on,8
do just,8
give money,8
job that,8
if in,8
the headlines,8
what if,8
find them,8
gets a,8
need tough,8
to clean,8
shot and,8
it didn't,8
tomorrow we,8
father and,8
saying because,8
deal i,8
again the,8
second largest,8
just wanted,8
a five,8
right that,8
people back,8
i spoke,8
shit out,8
was made,8
heroin problem,8
never understood,8
something nice,8
never eating,8
be over,8
countries we,8
back where,8
you vote,8
life i've,8
ok i'm,8
are these,8
was totally,8
before it,8
elected i,8
heart and,8
to israel,8
be famous,8
sudden we,8
what this,8
it's now,8
easy and,8
always have,8
gonna talk,8
a stock,8
crazy but,8
rating and,8
executive orders,8
be vigilant,8
to check,8
only reason,8
good because,8
stupid we,8
that knows,8
killed them,8
so there's,8
said i'd,8
was leading,8
out why,8
the trigger,8
great school,8
done before,8
heat and,8
report that,8
book of,8
so high,8
from one,8
so is,8
the negotiation,8
these characters,8
statement approved,8
hours but,8
they suck,8
doesn't do,8
the talking,8
want every,8
air force,8
campaign and,8
vote and,8
happy with,8
that wants,8
i'm winning,8
apprentice and,8
and made,8
dollars that,8
were saying,8
pay less,8
and stuff,8
mean so,8
going you,8
has spent,8
forgetting about,8
was shot,8
deposit and,8
thank the,8
real numbers,8
happen that,8
country they're,8
your own,8
there because,8
this right,8
the attack,8
28 in,8
thing we're,8
then that,8
to answer,8
money will,8
is almost,8
very high,8
nice i,8
like these,8
attack on,8
forward to,8
single thing,8
look for,8
folks you,8
anything but,8
spent nothing,8
involved with,8
the hardest,8
professional politician,8
spoke to,8
wow i,8
live television,8
and joe,8
year but,6
magazine that,6
hundreds and,6
internet and,6
out about,6
me other,6
your premiums,6
see our,6
they devalue,6
probably wouldn't,6
really incredible,6
control but,6
and went,6
became a,6
york times,6
they supposed,6
to worry,6
over budget,6
means they,6
feature and,6
had i,6
000 to,6
way too,6
time we've,6
nations that,6
over you,6
situation and,6
for everything,6
budget you,6
for nothing,6
are fighting,6
ice and,6
people believe,6
meantime you,6
person you,6
maybe in,6
reason that,6
twenty eight,6
life to,6
watch these,6
money should,6
pac and,6
ways you,6
again because,6
six months,6
kate and,6
your military,6
as soon,6
cnn that,6
please welcome,6
a nutshell,6
he put,6
were shocked,6
will put,6
brought back,6
this about,6
most successful,6
problem that,6
2 300,6
ever made,6
we're leading,6
can't really,6
that agreement,6
borders we,6
beat them,6
now under,6
recently and,6
the owner,6
they cut,6
the expression,6
helping me,6
the side,6
the phone,6
in reverse,6
people walk,6
since june,6
was approved,6
just see,6
in scotland,6
it's interesting,6
take in,6
hotel in,6
hundred thousand,6
commitment to,6
in in,6
picture of,6
was young,6
they looked,6
people when,6
have lunch,6
them actually,6
show what,6
need vigilance,6
make them,6
awards the,6
warriors and,6
everybody here,6
know i'll,6
serious wall,6
somebody who's,6
miles up,6
worked and,6
down here,6
of employees,6
the weather,6
carson had,6
covered it,6
no that's,6
need really,6
times over,6
more accountants,6
illegal alien,6
here are,6
gonna turn,6
guy that's,6
said you'll,6
people use,6
him through,6
day inspection,6
best on,6
plans and,6
company has,6
love china,6
his book,6
had six,6
22 people,6
will use,6
on competence,6
a truly,6
working in,6
also want,6
we've always,6
the previous,6
everybody including,6
move out,6
here in,6
because when,6
last budget,6
so amazing,6
send their,6
amendment and,6
that number,6
are they're,6
again in,6
with many,6
was better,6
young guys,6
deals are,6
up into,6
dynamic economy,6
of not,6
atmosphere and,6
was fine,6
people nobody,6
didn't work,6
your local,6
of nbc,6
as everybody,6
day where,6
greatest chefs,6
those days,6
is what's,6
they're leaving,6
told a,6
in through,6
that too,6
not because,6
doing it's,6
can and,6
ramps i,6
they agree,6
and ice,6
police department,6
be running,6
it politicians,6
from airbus,6
building the,6
fortune with,6
certain areas,6
iowa but,6
about radical,6
on hillary,6
is easy,6
it open,6
do incredible,6
the borders,6
world country,6
money that's,6
with hillary,6
right he,6
and eric,6
honestly if,6
in just,6
biggest ships,6
in here,6
before i've,6
say trump,6
of others,6
duel in,6
corner of,6
north and,6
what else,6
sure it,6
said yes,6
republican but,6
need strength,6
then finally,6
away your,6
hampshire but,6
love protesters,6
approved can,6
let's face,6
5 2,6
letting them,6
after that,6
against americans,6
it two,6
like he's,6
too easy,6
one from,6
time if,6
guy they,6
be tougher,6
need is,6
really mean,6
but everybody,6
just had,6
anything with,6
factor of,6
but you'll,6
were you,6
to renew,6
ok like,6
it's pretty,6
you again,6
really has,6
relationship with,6
see on,6
actually going,6
border we're,6
they're talking,6
phone calls,6
most traveled,6
you try,6
his back,6
they drive,6
the words,6
else to,6
american vote,6
the battlefields,6
wanted their,6
especially with,6
where somebody,6
all gonna,6
as possible,6
about winning,6
didn't win,6
guys gonna,6
people many,6
said nice,6
an apartment,6
that clock,6
that audience,6
closing in,6
by somebody,6
media is,6
off that,6
very easily,6
beautiful thing,6
it nobody's,6
very careful,6
there anybody,6
ago to,6
a businessman,6
as to,6
great border,6
strong that,6
many friends,6
price you,6
happy holidays,6
their children,6
say hey,6
you'll get,6
everyone's gonna,6
their cars,6
step further,6
just hope,6
not working,6
the artist,6
started and,6
president would,6
a more,6
you down,6
has he,6
nothing for,6
are by,6
north korea's,6
in laredo,6
the route,6
wait about,6
will pay,6
believe what,6
biggest vote,6
though we,6
haven't been,6
planes from,6
an end,6
great at,6
18 000,6
it their,6
direction and,6
doing all,6
race at,6
world for,6
along great,6
doesn't get,6
tennessee you,6
they've never,6
mean anything,6
them said,6
movement and,6
military we're,6
much richer,6
in alabama,6
killed trying,6
want so,6
was telling,6
a team,6
you add,6
what these,6
are through,6
him die,6
oil because,6
commercial i,6
been watching,6
nobody could,6
of isis,6
i also,6
of drugs,6
young beautiful,6
well maybe,6
japan with,6
avenue of,6
ahead i,6
take advantage,6
and also,6
went back,6
per vote,6
other company,6
my neighborhood,6
television i,6
only in,6
great young,6
moving to,6
here where,6
the common,6
win and,6
that's ever,6
a judge,6
now i'll,6
it think,6
of golf,6
much about,6
incredible story,6
great statement,6
will they,6
easy it's,6
so obama,6
check out,6
know their,6
this general,6
the immigration,6
you be,6
their currencies,6
take place,6
yards away,6
here they,6
with donald,6
trump what,6
know you've,6
great time,6
simple but,6
greatest achievement,6
a people,6
maybe i'll,6
they'll come,6
mistake and,6
questions and,6
saying to,6
i'm watching,6
who by,6
like 50,6
to some,6
all a,6
here with,6
and i'd,6
problem they,6
running this,6
go two,6
room it's,6
he's he's,6
experience and,6
from my,6
reasons number,6
television that,6
book that,6
would i,6
problem like,6
for sure,6
west point,6
way my,6
was raped,6
be live,6
debt we,6
to pass,6
is nice,6
not stupid,6
the doctor,6
one place,6
guy back,6
you bring,6
this from,6
hundred yards,6
reason we,6
street journal,6
because every,6
more about,6
try to,6
speeches and,6
take back,6
outside i,6
much publicity,6
they paid,6
go now,6
court system,6
security and,6
this since,6
in four,6
all started,6
made two,6
first and,6
tortured and,6
store and,6
private company,6
well it's,6
mean honestly,6
face it,6
ever taken,6
never do,6
went around,6
why that,6
the capitol,6
power over,6
you're in,6
began to,6
which one,6
and 100,6
way no,6
at ferguson,6
good very,6
that why,6
trump that,6
knock out,6
they tell,6
not playing,6
was packed,6
place the,6
tonight we,6
on over,6
it's under,6
these places,6
felt badly,6
i wonder,6
a phenomenal,6
was running,6
three billion,6
all and,6
way just,6
time on,6
debate right,6
start saying,6
a campaign,6
us is,6
days you,6
country by,6
right opposite,6
not telling,6
down you,6
know mister,6
believed me,6
so rich,6
that made,6
press which,6
live and,6
environmental pollution,6
gonna just,6
story so,6
our border,6
plant we,6
my courses,6
don't hurt,6
ran is,6
the third,6
took over,6
winning in,6
happen so,6
book and,6
now our,6
given to,6
less and,6
us folks,6
the fifth,6
000 for,6
was told,6
by his,6
looked like,6
in these,6
a sick,6
those two,6
said nobody,6
say he's,6
trucks driving,6
amazing you,6
them five,6
of business,6
watching the,6
for being,6
it's destroying,6
negative ads,6
women that,6
and within,6
on when,6
paper we,6
a dog,6
gun strapped,6
for these,6
73 years,6
amazing things,6
plane and,6
doing we,6
people people,6
jobs to,6
a four,6
time for,6
deal ok,6
say mr,6
ok just,6
vote on,6
page of,6
income and,6
have for,6
an unbelievably,6
have ice,6
were being,6
wait till,6
everything and,6
know to,6
a positive,6
everybody does,6
break it,6
start with,6
immigrant we,6
news conference,6
horribly wounded,6
here bring,6
over syria,6
to trump,6
don't read,6
and trying,6
embarrassed by,6
go from,6
from russia,6
that voted,6
to competitive,6
order to,6
pulled the,6
to laredo,6
spent over,6
business been,6
have maybe,6
the financial,6
i says,6
it too,6
about 250,6
was determined,6
wanna put,6
his own,6
we probably,6
be going,6
pretty big,6
want us,6
it by,6
said essentially,6
from people,6
people horribly,6
nice enough,6
complex and,6
at hillary,6
pouring across,6
watch for,6
to those,6
some reason,6
it's being,6
hours i,6
traveled on,6
beautiful soldiers,6
baby here,6
what time,6
world that,6
the window,6
never called,6
or so,6
idea you,6
ended up,6
deals you,6
said but,6
know somebody,6
a blizzard,6
never walk,6
its like,6
know everybody,6
a 24,6
so are,6
hear people,6
month and,6
run they,6
win this,6
hours so,6
businesses and,6
give away,6
be true,6
that two,6
love him,6
of he,6
him what,6
wouldn't do,6
show they,6
absolutely not,6
of television,6
on is,6
good sign,6
hillary and,6
well we've,6
also but,6
now one,6
would see,6
things have,6
he might,6
the fathers,6
saw his,6
totally in,6
lost people,6
he he,6
gonna spend,6
ago in,6
wherever it,6
we're buying,6
why the,6
state but,6
happen but,6
did that,6
there it,6
why i'm,6
company's back,6
drugs in,6
a level,6
sound like,6
the football,6
they cover,6
buy a,6
the missiles,6
be saying,6
military bases,6
bunch of,6
things happening,6
controlled by,6
i knew,6
got them,6
people again,6
and speaking,6
half and,6
would think,6
room they,6
states has,6
ferguson you,6
get those,6
week but,6
just an,6
and nothing,6
we sell,6
not do,6
which a,6
attack and,6
okay it's,6
his hands,6
drugs that,6
you started,6
something happening,6
destroy us,6
christmas again,6
hands up,6
waste fraud,6
even these,6
invented the,6
at his,6
signs executive,6
have guys,6
is saying,6
they possibly,6
out by,6
i'm supposed,6
governors association,6
worked for,6
not building,6
can't stop,6
a citizen,6
bit you,6
it some,6
mexico the,6
lack of,6
tell cnn,6
hampshire there,6
from but,6
really love,6
what and,6
of making,6
tougher than,6
and israel,6
such as,6
use your,6
then made,6
they probably,6
bringing them,6
with hispanics,6
have heard,6
of hatred,6
our problems,6
we invented,6
right up,6
start a,6
the king,6
she's been,6
gonna love,6
people make,6
the bush,6
large extent,6
ago a,6
development and,6
run by,6
watched the,6
anybody my,6
and foreign,6
of work,6
win anything,6
winning we're,6
the messages,6
difference in,6
have sanctuary,6
my way,6
maybe maybe,6
jeff is,6
days we,6
do think,6
numbers went,6
great negotiator,6
had they,6
do now,6
with now,6
smile and,6
in as,6
here it,6
unbelievable company,6
working and,6
how was,6
but basically,6
largest bank,6
it within,6
you'll find,6
today in,6
patrol people,6
a dynamic,6
don't tell,6
went it,6
them have,6
especially when,6
senator who,6
it no,6
real wall,6
in now,6
announced on,6
that young,6
everybody wants,6
million i,6
isis i,6
a scholarship,6
great heart,6
obamacare and,6
better you,6
the local,6
are happening,6
bad language,6
mark cuban,6
iowa i,6
ticking for,6
tough guys,6
cars trucks,6
face and,6
35 tax,6
he's here,6
least we,6
good ones,6
so we'll,6
tomorrow and,6
met him,6
have filed,6
hell you,6
to add,6
to carry,6
dollars all,6
violence against,6
times he,6
happening i,6
should allow,6
work but,6
said you're,6
to destroy,6
by our,6
takes over,6
a set,6
heard me,6
on stage,6
sudden people,6
they announced,6
this by,6
humvees armor,6
is live,6
folks have,6
baby you,6
guys these,6
the pressure,6
just get,6
vigilant and,6
guys so,6
comes up,6
i didnt,6
this big,6
old he,6
when other,6
even saying,6
long ago,6
from anybody,6
deal like,6
that's actually,6
okay that's,6
friend but,6
the left,6
gotten the,6
can beat,6
change in,6
price it's,6
has caused,6
you've ever,6
the black,6
heard it,6
lives we,6
energy but,6
hours it,6
they're killing,6
little walls,6
ago is,6
chance but,6
nothing is,6
am not,6
we become,6
about our,6
just doesn't,6
animals and,6
taken so,6
them come,6
seventy billion,6
sometimes you,6
convicted of,6
at paris,6
greatest in,6
really very,6
deal making,6
the spoils,6
just became,6
won't give,6
hampshire thank,6
do that's,6
to extend,6
baby we,6
by incompetent,6
gave an,6
bill and,6
not upset,6
win or,6
pupil and,6
american citizen,6
went there,6
wife actually,6
don't show,6
that up,6
for business,6
all for,6
at its,6
a procedure,6
bad we,6
deal i've,6
fine and,6
people love,6
have 21,6
important section,6
the store,6
and big,6
on your,6
up seven,6
a negotiation,6
history to,6
we're just,6
now they've,6
about new,6
money now,6
trojan horse,6
essentially the,6
any longer,6
wrong they,6
with his,6
he refuses,6
worth and,6
world a,6
so to,6
meeting with,6
the dallas,6
pretty sad,6
a pill,6
we're back,6
isis is,6
anymore so,6
see people,6
can some,6
later everybody,6
and plenty,6
he needed,6
500 000,6
even thought,6
of we,6
appreciate it,6
the millions,6
me at,6
was to,6
the glasses,6
wasn't i,6
now we've,6
200 people,6
kill you,6
version of,6
could find,6
johnson he's,6
there now,6
why we're,6
we be,6
movement to,6
far by,6
my house,6
her for,6
sent a,6
service they,6
someday they'll,6
between north,6
somebody from,6
i still,6
this building,6
nobody knew,6
in action,6
get credit,6
13 000,6
about yes,6
high that,6
plan on,6
say so,6
jobs behind,6
college debt,6
this incredible,6
car factory,6
folks they,6
knows how,6
company very,6
he loves,6
that global,6
in prison,6
is ridiculous,6
out now,6
more incoming,6
here not,6
the washington,6
polls in,6
35 percent,6
last one,6
kept saying,6
in texas,6
african americans,6
will talk,6
border with,6
company in,6
had we,6
much time,6
want on,6
brag about,6
many ways,6
my generals,6
started all,6
and friends,6
one for,6
it sort,6
our companies,6
story on,6
won't care,6
mexico to,6
like pataki,6
interest rates,6
not sending,6
people see,6
yesterday they,6
that show,6
best people,6
line and,6
the negotiations,6
have won,6
radicalized him,6
my big,6
money ok,6
bring up,6
twenty one,6
let's take,6
that's where,6
double up,6
have 25,6
get treated,6
fifteen people,6
think we'll,6
had 24,6
deal it,6
i on,6
to jail,6
the deductibles,6
to mobile,6
saying how,6
used the,6
warriors who,6
security for,6
ago wall,6
tremendous money,6
it my,6
you wait,6
home in,6
way his,6
you rather,6
they've already,6
because our,6
got these,6
with cars,6
we'll never,6
on at,6
parents and,6
finish off,6
local education,6
you here,6
caterpillar and,6
have dummies,6
the academy,6
the army,6
arabia and,6
us nobody's,6
then people,6
off this,6
applause and,6
made this,6
great friends,6
saying wow,6
folks we're,6
following the,6
a major,6
run so,6
china people,6
great beautiful,6
i'll bet,6
fight the,6
these you,6
hard as,6
his a,6
that's very,6
want everybody,6
airplanes into,6
stupid can,6
you why,6
becoming a,6
the board,6
to open,6
in first,6
had and,6
likes of,6
that happen,6
do when,6
escalator and,6
or you,6
without the,6
never went,6
hampshire it's,6
e verify,6
get hurt,6
the evangelicals,6
by doing,6
poll i,6
deal maker,6
ok well,6
is under,6
so supportive,6
usa i,6
so again,6
been incredible,6
be totally,6
of hours,6
makes money,6
amendment which,6
believe it's,6
do whatever,6
to as,6
a step,6
not it's,6
gonna end,6
six years,6
but they'll,6
is different,6
doing now,6
no strength,6
back locally,6
guess it,6
ceiling and,6
thought this,6
me said,6
somebody gives,6
are far,6
i so,6
happening in,6
in michigan,6
read to,6
weeks before,6
big trouble,6
you've never,6
number is,6
get paid,6
and ears,6
small group,6
a crazy,6
politicians it,6
stupid but,6
company plans,6
mean tell,6
go you,6
is important,6
if hillary,6
be this,6
parents are,6
me down,6
china our,6
of steel,6
phenomenon and,6
negotiator i,6
total and,6
single person,6
it first,6
better stronger,6
us up,6
left behind,6
guilty because,6
case we,6
leaders to,6
story with,6
waving and,6
on tuesday,6
time a,6
or six,6
he's actually,6
numbers like,6
if people,6
a senator,6
compete with,6
car and,6
a bridge,6
saw my,6
have absolutely,6
came and,6
if that's,6
takes courage,6
of waterboarding,6
about his,6
how quickly,6
systems in,6
go along,6
the artificial,6
few hours,6
been good,6
is running,6
me there,6
whom i,6
beat isis,6
japan you,6
you negotiate,6
campaign contributions,6
taken to,6
does she,6
hell did,6
sanctuary cities,6
almost as,6
the ukraine,6
is made,6
and forty,6
know most,6
candidates they,6
that work,6
time limit,6
doing they,6
most amazing,6
of education,6
great negotiate,6
no games,6
think to,6
wanted it,6
gonna create,6
a hernia,6
stupid our,6
question about,6
trip is,6
can't find,6
russia and,6
day we,6
make us,6
from our,6
take on,6
happen is,6
me like,6
lose five,6
its ok,6
thing as,6
sleaze bag,6
for like,6
terrible you,6
get down,6
is another,6
this phenomenon,6
great plans,6
to trade,6
would look,6
energy and,6
to brag,6
great what,6
a ride,6
until they,6
patrol i,6
now look,6
the engine,6
majority and,6
are afraid,6
to actually,6
a mic,6
mean what,6
protection and,6
it china,6
overrated i,6
and boy,6
get mexico,6
nobody was,6
i work,6
up people,6
record right,6
negotiations with,6
your kids,6
over rated,6
happen the,6
missiles from,6
guys in,6
racial profiling,6
you they're,6
been abandoned,6
a christian,6
a deep,6
one with,6
youth is,6
doing he,6
seen this,6
be pretty,6
of threats,6
are still,6
said number,6
12 years,6
shouldn't have,6
a run,6
that well,6
can send,6
get going,6
guys come,6
written by,6
leaving with,6
room you,6
we called,6
other one,6
and tell,6
a true,6
mastermind mastermind,6
they'll get,6
a member,6
won't tell,6
largest oil,6
attacked we,6
companies leaving,6
watch him,6
i doubt,6
right ok,6
only ones,6
deficit with,6
too so,6
would they,6
second in,6
years so,6
turnberry in,6
world blew,6
whole world,6
among the,6
right one,6
that term,6
that worked,6
probably won't,6
somebody should,6
the deals,6
lead us,6
see something,6
escalator i,6
