trigram phrase,frequency
idea of making,2
effective with a,2
the book it,2
right things and,2
built a little,2
its all of,2
second remember unless,2
cheap will never,2
i said very,2
night at a,2
the wrong direction,2
debated before now,2
beneficiary but maybe,2
anyway the deal,2
can't make it,2
this one from,2
they do meet,2
days but even,2
my who cares,2
use teleprompters because,2
and they're still,2
presses all over,2
because as a,2
they weren't very,2
we doing with,2
cost overrun boy,2
silent anymore folks,2
yo i said,2
restricted by the,2
have somebody from,2
come to north,2
i'm working on,2
i cant to,2
will take air,2
big mouth who,2
are on his,2
in a week,2
world two and,2
with my fam,2
say that i'm,2
frankly the democratic,2
bad to go,2
we all 19,2
really bad the,2
saying why i,2
do great big,2
democrat republican everyone,2
ask them they,2
for bringing it,2
push and say,2
use brian for,2
just taken the,2
use bit so,2
a horrible secretary,2
our general shouldn't,2
top of her,2
negotiator the guy,2
a fortune is,2
they take dollar,2
guy he heard,2
with the cameras,2
country so badly,2
always how great,2
country that the,2
great legal scholars,2
did it take,2
who i know,2
abf they were,2
here for everyone,2
whole process starts,2
good to see,2
do you speak,2
are randall it's,2
and the statement,2
out we were,2
you just like,2
helicopter crash in,2
what a nice,2
the result would,2
example crews been,2
against law enforcement,2
you know her,2
hall meeting soon,2
we are working,2
people the gym,2
of the crowds,2
a developer i,2
take you back,2
other guys gonna,2
said about marco,2
voice for a,2
meant to but,2
minor details but,2
joe gives you,2
crippled america and,2
to bomb us,2
that maybe we,2
do i but,2
rally what you,2
trump so much,2
was over as,2
cuz its china,2
that had a,2
forever i love,2
china and it,2
net worth not,2
muir this young,2
through and get,2
fast we have,2
special interests when,2
but then when,2
a cape not,2
after paris they,2
jury duty used,2
ready killer killer,2
of the stamina,2
nice thing we,2
honestly the politicians,2
gonna say i,2
enormous that's why,2
campaign i have,2
up our roads,2
up 45 55,2
illegal immigration those,2
heard us we,2
take over they,2
audience an idea,2
deficit shy and,2
for 36 that's,2
of people respect,2
way up because,2
should you have,2
the country was,2
but i say,2
in time a,2
the undivided capital,2
go vicious vicious,2
that i wrote,2
a doctor anymore,2
what and we're,2
can't be very,2
mind these are,2
place thousands and,2
appreciate but i,2
there was gonna,2
down an escalator,2
vote because we,2
this point this,2
ago we started,2
and my state,2
told us all,2
was amazing we,2
but they'll say,2
police i met,2
now part of,2
people and stuff,2
he's just wasting,2
to various places,2
judge in japan,2
so many came,2
finally when the,2
looking out out,2
straight line it,2
when they leave,2
wonderful and the,2
took they what,2
shouldn't because they're,2
always but i,2
church so strong,2
number i'm pretty,2
refugees that are,2
in michigan what,2
the other arab,2
at russia and,2
chance i just,2
file as financials,2
don't say well,2
guys gonna do,2
obama long before,2
but i could,2
now fox had,2
sanctions within 48,2
just throw it,2
to dislike i,2
negotiator wanna brag,2
poll where i'm,2
i made it,2
people get up,2
you look to,2
me this isn't,2
not this country,2
we left good,2
didn't even think,2
of companies going,2
mac and is,2
about like what,2
but bush is,2
even want the,2
write another one,2
you hear those,2
are worried about,2
are statistically considered,2
ever been we,2
website shit or,2
big thing about,2
impressive in winning,2
for obama to,2
by talking about,2
that to breakers,2
top top top,2
enemy not well,2
and practice like,2
for kids and,2
couple and usually,2
left behind for,2
he's fifty people,2
the best people,2
reasons and you,2
of this thing,2
steel take a,2
plan i'm know,2
i really stop,2
famous it's the,2
second amendment there's,2
and lives on,2
just as bad,2
nine years you,2
road that's also,2
many cameras on,2
trillion dollars it,2
noisy group of,2
said early numbers,2
our money are,2
know you owe,2
buy because frankly,2
been anything like,2
filed a private,2
movement going folks,2
allowed 45 day,2
happen ok so,2
and sarasota florida,2
percent unemployment ok,2
they reported for,2
commercial so we,2
other addictions but,2
give all the,2
time george if,2
they using right,2
an event of,2
ukraine and i,2
want are you,2
a he announces,2
know where can,2
guy now and,2
that they're made,2
arabia we protect,2
government we're way,2
our backs and,2
money per vote,2
who my friends,2
these grads and,2
change in with,2
do well and,2
have the time,2
it sounds bad,2
we can all,2
and dumping and,2
bin laden we,2
a take such,2
money for yourself,2
politically correct errors,2
i have people,2
that one ok,2
sudden the last,2
the chinese and,2
very rich you,2
it's doing but,2
jim hill in,2
numbers that i,2
ok but how,2
met some unbelievable,2
been big on,2
to the post,2
for the farms,2
he might even,2
left and we,2
you debate them,2
like building in,2
of that environmentalist,2
to keep my,2
these 2300 because,2
out looking from,2
so badly for,2
play it because,2
we play game,2
the next headlines,2
china were losing,2
not counting heads,2
everybody and ike,2
alabama was really,2
better than as,2
which was the,2
lie and everyone,2
me good stupidly,2
great people so,2
that saddam hussein,2
to a field,2
ok and when,2
japan the deficit,2
the balls rubia,2
67 borders the,2
into manhattan that's,2
now i'm gonna,2
he was all,2
that so that's,2
world a big,2
it donald trump,2
like when we,2
win is that,2
vets and we,2
just reuters last,2
38 8 where,2
me other words,2
guys every one,2
procedure they need,2
it anymore chance,2
little bit it's,2
we're gonna kill,2
fall is and,2
election right before,2
mine but he's,2
their currency i'll,2
atlantic city gaming,2
he signs executive,2
not sure but,2
the thing is,2
producing i do,2
i self contained,2
plant get a,2
all said a,2
columns and the,2
a life in,2
christie's lap dog,2
the money not,2
right who said,2
plan to do,2
half hour and,2
step by step,2
they're not here,2
that were running,2
guy named steven,2
be present the,2
not blaming graham,2
not like what,2
the same and,2
alright and i,2
i'm actually more,2
one year well,2
disgrace they totally,2
week they devalue,2
been many of,2
i guess rand,2
a corrupt dale,2
call it kobe,2
reports also failing,2
running their campaigns,2
embarrass us by,2
moved by the,2
you notes list,2
to be rebuilt,2
you prisoners right,2
budgets like i,2
strong it's really,2
and she always,2
washington bridge is,2
people still he,2
i wanna prisoners,2
further i i,2
very rare let's,2
there were two,2
doing the doing,2
tactic just to,2
wall we couldn't,2
taking it why,2
built this would,2
them lol general,2
farm and the,2
want and we,2
just suffering but,2
so instead we,2
they're going up,2
when that man,2
gonna change it,2
come thousands and,2
the proper decision,2
does your really,2
james james foley,2
sought after project,2
die that decimated,2
you read things,2
travel a lot,2
stay years they,2
much better for,2
enemy since a,2
condition they're in,2
it all does,2
iconic but totally,2
there so carl,2
best but he,2
and people know,2
drug company guys,2
on these to,2
benefit us they,2
iran in a,2
where you need,2
but so important,2
folks up there,2
because we're all,2
nothing if you,2
names thank you,2
right all of,2
planned but we,2
three years they,2
that's what she,2
oh no ono,2
fight with you,2
oklahoma in iowa,2
that was today,2
little guy he's,2
delays you're entitled,2
16 and carson,2
i deserve it,2
care want to,2
family gave 75,2
were terrific people,2
warming you noticed,2
any any look,2
agree with what,2
really decided on,2
sacrifices one with,2
you never saw,2
a great really,2
even better how,2
have heard that,2
we want is,2
was very disrespectful,2
friends his friends,2
name right the,2
it properly but,2
else like jeb,2
bout with the,2
but problems so,2
very nice then,2
do deals with,2
they do here,2
so we're leaving,2
been so hurt,2
myself i can,2
on obamacare vote,2
we can end,2
period so if,2
done such a,2
crowd even close,2
to build all,2
my opponent has,2
lifes the guy,2
ok what are,2
have your kids,2
sent a groom,2
more issues by,2
even signed it,2
guy marco rubio,2
read medieval times,2
but and i,2
a clue week,2
fortune we want,2
from washington itself,2
on the inside,2
trader but that's,2
win they run,2
to build their,2
to walk believe,2
jail cell with,2
that book i,2
to judge from,2
know it down,2
my audience was,2
disregard oh ok,2
of its common,2
say the duel,2
other things with,2
here believe me,2
go ahead twenty,2
every chance i,2
best interests of,2
birmingham we love,2
next headlines every,2
it up to,2
in game i,2
to wants to,2
be nice the,2
be gone that,2
home and they,2
ted cruz no,2
always gonna kick,2
wanna give me,2
get worse and,2
22 people but,2
you can't rebuild,2
sure but i,2
like 20 2012,2
ok will do,2
totally and there's,2
your guns that,2
of the women,2
example toughest gun,2
worse the world,2
the truth i,2
are in about,2
but but there,2
his fifty guys,2
us as americans,2
easy now we,2
done early did,2
becomes president would,2
as though you,2
auditorium saddam because,2
do and what,2
nazca it turned,2
have never spoken,2
states nothing but,2
it back now,2
number largest 280,2
companies as they,2
to a sister,2
because it's really,2
of the incredible,2
i just as,2
show you one,2
you no problems,2
any extensions whatever,2
who's a doctor,2
they're following the,2
will after this,2
sucker piggly and,2
elections they've been,2
got them to,2
south carolina i,2
to stop now,2
about the debate,2
should we went,2
jump 1290 avenue,2
years it's almost,2
such heat and,2
sucking ass try,2
lot of heart,2
says when we,2
such a lousy,2
write not only,2
for a leaders,2
detect doesn't have,2
be three pickets,2
the biggest enemy,2
and so solid,2
like it's like,2
beginning 90 remember,2
and knows his,2
there were according,2
it there's nothing,2
shove it that,2
ok so these,2
rally on some,2
within two years,2
wait five days,2
the end we,2
change in a,2
or difficulties i'm,2
the white get,2
what you will,2
only a question,2
they filed one,2
it was as,2
can get for,2
pretty big by,2
guns and there,2
serious crimes we,2
us you look,2
clinton actually had,2
the side at,2
done shelf washington,2
go in there,2
function because unless,2
shows all the,2
representing students for,2
washington bridge all,2
me millions like,2
with the entertainment,2
there are countries,2
make sure number,2
gone right now,2
name them but,2
if they're retiring,2
will affect their,2
it stopped and,2
since parish that,2
ford president we,2
said it so,2
converted the senior,2
one whatever it,2
our country not,2
is rand paul,2
know whether to,2
this so many,2
such trouble it's,2
nothing's happening and,2
in such trouble,2
country for other,2
history of policy,2
like him very,2
say better throws,2
that and hillary,2
way as a,2
look physically fit,2
with a pollster,2
and she waved,2
wanted to like,2
target on their,2
favorability now i,2
tell me now,2
tariffs for a,2
people won't say,2
is true the,2
wise guys he,2
worry too much,2
i'm still number,2
jobs and can't,2
superior to everybody,2
one way at,2
trust i like,2
losses and and,2
a siege discuss,2
it it's it's,2
nasty question right,2
that time spent,2
way and that,2
known much i,2
become a friend,2
beating us economically,2
service you really,2
location if you,2
hours which i,2
profits and that's,2
can't go against,2
united states could,2
next to me,2
